query,ground_truth_size,Hit@5,Hit@10,Hit@20,AP
我對原民文化很有興趣，想知道學程中有關永續發展的課程有哪些？,6,0,0,0,0.030268582683196477
原民文化探索及永續發展學程似乎很有趣，有關於如何在實際的社區中實踐永續發展的課程或實踐經驗嗎？,6,0,0,1,0.034685980826008926
我對海洋國家公園很感興趣，請問這個學程中，我可以學到什麼關於海洋生態和生物多樣性的知識？,6,1,1,1,0.2755617538226233
我對海洋國家公園很有興趣，了解海洋生態與科技有什麼相關的課程嗎？,6,1,1,1,0.23731326704466563
有沒有關於海洋國家公園的課程？想了解海洋生態系統和國家公園管理的相關知識。,6,1,1,1,0.21588807491640274
我對海洋生物多樣性很有興趣，探索海洋國家公園的課程中會有相關的內容嗎？,6,1,1,1,0.202441487401829
我對海洋國家公園很感興趣，有沒有任何課程提供實地探險或海洋生態觀察的機會？,6,1,1,1,0.26730527763026074
有關海洋國家公園的課程，能告訴我哪些課程會讓我了解海洋生態系統和保護工作？,6,1,1,1,0.21012826012826014
聽說這個學程可以學到海洋生物的多樣性，和海洋國家公園的保護有關，我想知道這個學程中會學到哪些實用的技能和知識？,6,1,1,1,0.23966397805223716
我對海洋國家公園很感興趣，能否透過這個課程學習到如何保護海洋生物多樣性和國家公園的經營？,6,1,1,1,0.14824904938433794
我對永續農業有興趣，想知道這個學程會教會我什麼樣的在地永續發展方法和全球觀點？,6,1,1,1,0.34053362759120115
我對於農業永續發展很有興趣，想了解如何結合在地食物、都市農業和環境政策，請問有哪些課程可以幫助我了解這些相關議題？,6,1,1,1,0.4582797623167248
對於永續農業的課程有什麼選擇？,6,1,1,1,0.3431486089033258
有關永續農業的課程，我想知道有沒有學習都市農業的選擇，或者有沒有課程探討在地食物的永續發展？,6,1,1,1,0.34468177544066037
最近關注永續發展議題，想知道學程中哪些課程能夠讓我更深入了解在地食物的重要性？,6,1,1,1,0.33818302791557925
想學習如何結合農業、環境保護和社區發展，哪些課程比較相關呢？,6,1,1,1,0.23634222038983943
我對永續農業很感興趣，想知道學程中哪些課程與在地食物和都市農業有關？,6,1,1,1,0.3397601201202227
我對永續農業很有興趣，希望能了解在地食物的永續發展與全球脈絡的課程內容和實作方式有什麼樣的安排？,6,1,1,1,0.3471688605953687
我想參與學程的實踐課程，有什麼服務學習或實作項目可以讓我與科學家一起合作？,14,1,1,1,0.04019827261765953
我對於科學的本質很感興趣，怎樣可以在這個課程中了解更多關於科學思考的方法和實作？,14,1,1,1,0.07778957018473456
我想知道這個微學程的主要焦點在於什麼？會教學生如何應用科學知識來解決環境問題嗎？,14,1,1,1,0.0905823266433172
聽說這個微學程很好，能夠學習到很多與環境和科學相關的知識，有沒有提供任何實作或實地探索的課程讓我們體驗科學的魅力？,14,0,0,1,0.028979409822191955
我想學習如何透過數據分析來了解人類對環境的影響，有哪些相關課程可以幫助我掌握這些技巧？,14,1,1,1,0.1553779202386312
這個微學程似乎結合了環境、科學和英語的內容，很吸引人。我想知道哪些課程比較適合初學者？,14,1,1,1,0.20413800642211338
我想學習環境健康相關的課程，但聽說有許多課程重疊，我們有哪些選擇可以學習海洋生物或環境健康的基礎知識？,14,1,1,1,0.21352729913880256
我對環境保護很感興趣，想了解科學與實踐的關係，有哪些課程可以幫助我了解科學思考和實作的關係嗎？,14,1,1,1,0.0936886025412915
我對臺灣海岸的環境保護很感興趣，有什麼課程能夠讓我了解海洋生態、環境政策和海岸開發的平衡嗎？,10,0,1,1,0.0546015224360213
想了解更多關於海岸微觀察的課程，是否有任何與海洋生態或海洋科技相關的實驗或探索式課程？,10,1,1,1,0.11750654100357798
聽說這個學程關於海岸的環境保護，有哪些實際的工程案例和實踐體驗可以參加？,10,1,1,1,0.1595223933455394
看見臺灣海岸微學程的課程似乎很豐富，有沒有相關的實習或探險活動讓學生親身體驗海岸微觀世界的奧秘？,10,1,1,1,0.16542053586353195
這個學程看起來很有趣，我想知道這些課程都會教我們怎麼樣保護海岸環境？,10,1,1,1,0.2299495696753399
看見臺灣海岸微學程很吸引人，我想知道該課程中會教導學生什麼樣的海洋知識以及如何應用在地球科學上？,10,1,1,1,0.13506723121684316
我對臺灣海岸的環境議題很感興趣，能夠透過課程了解海洋地質、生態系統以及海岸開發的平衡嗎？,10,1,1,1,0.2922807999241164
我想了解臺灣海岸的環境保護和資源管理，是否有相關的課程可以學習？,10,0,1,1,0.04069099828017806
我對氣候變遷很感興趣，想要了解地球科學的基本知識，有哪些入門課程可以選擇？,20,1,1,1,0.3842174776184362
我想了解氣候變遷的相關課程，有沒有包含實地探勘或研究氣候變遷的課程？,20,1,1,1,0.28208785614570325
我想學習氣候變遷的相關課程，哪些有關地球科學和環境保護的課程比較有幫助？,20,1,1,1,0.3840379560049356
我想學習氣候變遷相關課程，哪些有關環境倫理、政策或人類與環境交互關係的課程比較適合？,20,1,1,1,0.39846910240884564
氣候變遷的問題越來越嚴重，想了解如何應對和減緩氣候變遷，有哪些相關的課程或資源可以幫助我？,20,1,1,1,0.26014473561021845
氣候變遷的議題非常重要，我想知道哪些課程能夠教導我如何分析氣候變遷的影響和實踐環境保護？,20,1,1,1,0.2201176081676318
我對氣候變遷和調適很感興趣，但不確定該選哪些課程，有推薦的學分學程路線或相關選課建議嗎？,20,1,1,1,0.19147770337686681
對於氣候變遷這個問題，我想知道有哪些課程可以讓我更深入地了解地球科學與環境政策的關聯？,20,1,1,1,0.30569450837056467
想了解熱帶海洋的生態系統，哪些課程會有相關的內容？,8,0,0,0,0.02608149905693698
熱帶海洋微學程中有哪些課程能夠幫助我了解海洋生態系統和生物？,8,0,0,0,0.032094072277912965
我對熱帶海洋微的海洋生態與科技很感興趣，該學程中有哪些課程會探討海洋生態的保護與維護？,8,1,1,1,0.14951309528633455
熱帶海洋微學程的課程好像跟地球科學有關，是否有相關的實地探險活動或研究計畫可以參加？,8,0,0,1,0.033664619239129334
我對海洋生物很有興趣，有沒有相關課程可以學習海洋生態與海洋科技的應用？,8,1,1,1,0.1513765820099778
我對海洋生物很感興趣，想知道有哪些課程可以學習海洋無脊椎動物的知識？,8,1,1,1,0.04283586492565387
熱帶海洋學程有哪些課程能夠讓我了解海洋生態與海洋科技？,8,1,1,1,0.19606278894547713
我對海洋生物很有興趣，想知道熱帶海洋微學程裡有哪些課程會涉及到海洋生物的研究？,8,0,0,0,0.020989205130689123
我想知道實踐環境教育微學程中會有什麼樣的實地活動，能夠讓我們更深入地了解海洋生態和氣候變遷？,3,0,0,0,0.02859898442480226
我想參與實踐環境教育微學程，是否有機會參加海洋探險或氣候變遷調適實踐項目？,3,0,0,0,0.007752987698136559
我想參與實踐環境教育的課程，但有沒有與海洋科技有關的課程可以選擇？,3,1,1,1,0.3384476152341143
我對於海洋和氣候變遷很感興趣，有沒有機會參與實地探究或服務學習相關的課程？,3,0,0,0,0.028570005794582066
這個微學程聽起來很有趣，有沒有任何與自然環境或科學教育相關的課程，希望能夠讓我更了解這個領域？,3,0,0,0,0.019021907525508485
實踐環境教育微學程聽起來很有趣，能不能跟我分享一下這個學程的實際應用和實驗機會？,3,0,0,0,0.011524731598050697
實踐環境教育的課程有哪些？能夠教會我如何參與環境保護嗎？,3,0,0,0,0.01241587670950211
有沒有課程介紹如何通過實踐來教學生了解氣候變遷？,3,0,1,1,0.04188940613489069
我對海洋生物很感興趣，有沒有相關的實地考察或實習機會？,22,1,1,1,0.17970596043868933
我想深入了解海洋生物的多樣性，請問有哪些課程可以幫助我了解海洋生物的生態系統？,22,1,1,1,0.3077873035668139
我對海洋生物很有興趣，有沒有推薦有關海洋生物或海洋生態的實驗課程或實地探險課程？,22,1,1,1,0.12010476312934153
我對海洋生物很感興趣，想知道有哪些課程可以學習海洋生物的生態系統與保育工作？,22,1,1,1,0.25236980575052587
我對海洋生物很有興趣，想知道哪些課程能讓我深入了解海洋生態和生物多樣性？,22,1,1,1,0.3077873035668139
我想參與生物多樣性學程的實地探究活動，有機會接觸到臺灣的海洋生物或野生動物嗎？,22,1,1,1,0.1638705617368109
我想學習更多關於海洋生物的知識，有哪些課程可以讓我了解海洋生態系統和臺灣的海洋生物多樣性？,22,1,1,1,0.1748080022120764
我對海洋生物和生態學很有興趣，有沒有建議我從哪些課程開始學習？,22,1,1,1,0.16422574662191272
我對企業的社會責任和環境政策很感興趣，有沒有課程可以教導如何做出更綠色的決策？,15,1,1,1,0.14294975748618963
我想學習企業社會責任相關的課程，能否提供一些與企業溝通、環境政策、永續發展相關的課程資訊？,15,1,1,1,0.08465250738952251
我想學習如何讓企業更有社會責任，哪些課程可以幫助我了解企業的環境政策與永續發展？,15,1,1,1,0.15435135108703782
我想了解企業如何應對環境問題，有哪些課程針對企業社會責任的實務操作？,15,1,1,1,0.13673328306375157
有沒有提供一些企業如何實踐社會責任的實際案例？,15,1,1,1,0.11516017785049093
我對企業社會責任有很大的興趣，想知道哪些課程能夠教會我如何在實際工作中運用這些知識？,15,1,1,1,0.11759637635852442
我想了解企業如何面對環境問題，還有社會責任的實踐，哪些課程可以幫助我了解相關知識？,15,1,1,1,0.14109050858737587
我對企業的社會責任感很強，想知道有哪些課程可以學習企業如何更好地與環境和社會溝通？,15,1,1,1,0.1577948278845284
關於環境科技，我對生態系統保護很感興趣，哪些課程可以幫助我了解環境管理的基本原則和實踐？,13,1,1,1,0.252114353833465
想了解如何管理環境污染，環境管理相關的課程有哪些選擇？,13,1,1,1,0.240902679387775
想了解如何應對環境問題，是否有相關的實踐經驗或實驗室課程可以參與？,13,1,1,1,0.1161796810376287
我對環境科技很感興趣，想問問有哪些課程可以學習如何處理廢棄物和污染問題？,13,1,1,1,0.3468825735104628
我對環境保護很感興趣，想知道這個學程會教怎麼樣應對環境污染和資源管理問題？,13,1,1,1,0.3358466957639097
我對環境保護很感興趣，想知道有哪些課程可以教我如何應對污染問題和保護海洋資源？,13,1,1,1,0.1592060437499289
我對環境保護很感興趣，想知道環境科技與管理學程裡有哪些課程關於污染防治和生態學？,13,1,1,1,0.26565428072645286
想學習如何保護地球，我想問一下有哪些課程能教會我如何減少廢棄物或處理污染問題？,13,1,1,1,0.3852433202573957
想學習企業社會責任的相關課程，能否介紹一些環境政策或企業的公共事務管理課程？,18,1,1,1,0.12442877178499241
對於企業社會責任的學程，我想了解實際的應用和實踐，有沒有相關的課程或專題研究機會？,18,1,1,1,0.07694800913145221
我想進一步了解企業對環境的影響，有哪些課程針對企業的環保實踐與社會責任？,18,1,1,1,0.11398838115254306
我對企業的社會責任很感興趣，想知道有哪些課程可以學習企業如何面對環境問題或實踐社會責任？,18,1,1,1,0.19173128699298594
我對企業社會責任很感興趣，想知道這個學程有沒有相關的實踐課程可以學習？,18,1,1,1,0.1458717104020985
我對企業的社會責任很感興趣，有哪些課程能夠教導如何通過企業交流與社會責任實踐，做出真正的社會貢獻？,18,1,1,1,0.1286310891974471
我想了解如何讓企業更環境友善，有哪些相關課程能夠幫助我學習企業社會責任的實踐？,18,1,1,1,0.1392353742163233
我對企業社會責任很感興趣，想知道這個學程能夠幫助我學習哪些相關的理論和實踐？,18,1,1,1,0.16398667642260925
我對智慧港埠很感興趣，能否告訴我有哪些課程關於智慧運輸系統或智慧製造技術？,5,1,1,1,0.484997166555046
智慧港埠學程有哪些實踐性的課程可以讓我實際接觸到港埠相關的技術和應用？,5,0,1,1,0.16967922835352173
港口的智慧化應用實在很有趣，我想了解智慧型運輸系統或智慧製造有哪些實際應用？,5,1,1,1,0.6024157842338673
聽說智慧港埠微學程有很多有趣的課程，我想知道有沒有機會參加實習或者實地體驗，能不能告訴我相關資訊？,5,0,0,0,0.03560048559761616
智慧港埠微學程似乎與新興的科技技術有關，我想了解智慧型運輸系統和智慧製造有哪些實際應用和發展趨勢？,5,1,1,1,0.5225081335100615
我對智慧港埠的應用很有興趣，智慧型運輸系統和智慧製造技術哪一個更適合初學者學習？,5,1,1,1,0.5521561771561772
智慧港埠微學程的實習有什麼樣的安排？,5,0,0,0,0.0087529407525198
智慧港埠微學程聽起來很有意思，能夠透過實習經驗學習海上的智慧運輸系統嗎？,5,1,1,1,0.3704805642435642
我想學習如何管理污染和保護環境，有哪些課程可以幫助我了解永續發展的理念和實踐？,6,1,1,1,0.5322931697931698
想學習如何做出環保的企業，永續報告書寫作和綠色管理的課程對於這方面有幫助嗎？,6,1,1,1,0.8416666666666667
我對環境保護很有興趣，永續發展的課程有哪些選擇？,6,1,1,1,0.09767236458104206
我對於如何在實際工作中應用永續管理的知識很感興趣，有沒有相關的課程或實踐經驗可以分享？,6,1,1,1,0.1788476788476788
有關永續發展的課程比較多，我想知道怎麼樣才能更好地將所學的理念應用在實際工作中？,6,0,0,0,0.02857452785273827
我對環境保護和永續發展很有興趣，有沒有相關的課程可以學習如何寫永續報告書？,6,1,1,1,0.20792558248774773
關於永續管理，想知道如何寫出有效的環境報告書，哪些課程可以幫助我？,6,1,1,1,0.5425679832656576
我對環境保護很感興趣，想學習如何寫永續報告書，該如何開始？,6,1,1,1,0.3477703455964325
我對公民參與很感興趣，設計思考是什麼？該課程能教會我怎麼樣更好地推動公共政策或社區發展？,11,1,1,1,0.48930029427411326
這個微學程的課程內容很廣泛，有沒有提供一些基本的參與設計思考的實踐經驗或工作坊？,11,1,1,1,0.19584907913176786
我對設計思考很有興趣，能不能介紹一下與設計思考相關的課程或實踐？,11,1,1,1,0.26422917096172777
我想了解設計思考的實際應用，如何能夠結合這些理念來推動社會創新或永續發展？,11,1,1,1,0.4612074484076492
我想進一步了解設計思考的應用，能不能提供一些實際案例或是如何在公共政策領域中運用設計思考的資源或教學資源？,11,1,1,1,0.3811820684309307
我對公共事務與設計思考很有興趣，能不能介紹一些有關公共政策分析或地方創新課程？,11,1,1,1,0.23539014038040096
我對公民參與與永續發展很感興趣，設計思考或公共政策分析課程會對我有什麼樣的幫助？,11,1,1,1,0.575383305461304
我對公民參與的設計思考很感興趣，能不能提供一些有關設計思考實踐的課程或實驗？,11,1,1,1,0.3590431703820514
有關智慧城市的課程，我想知道哪些課程會涉及到數據分析或是城市規劃方面的知識？,14,1,1,1,0.4048233366306987
我對智慧城市的數據分析和運輸系統很感興趣，有沒有可以從基礎入手學習的課程？,14,1,1,1,0.4809026853934135
我對智慧運輸系統很感興趣，請問這個課程的實際應用場景和未來發展趨勢？,14,1,1,1,0.3654978980885075
我對智慧城市很有興趣，想知道在這個學程中，會教會我們怎麼樣應用數據分析方法來了解都市的結構和運作嗎？,14,1,1,1,0.4099508119037428
我想了解智慧城市與智慧運輸的發展趨勢及課題，請問有哪些課程能夠讓我了解這些議題？,14,1,1,1,0.37713821649664375
有關智慧運輸系統的課程，我想知道哪些是基礎的部分和更進階的部分？,14,1,1,1,0.33648118104452474
我對智慧城市的發展很感興趣，想知道有哪些課程可以了解城市數據分析和治理的方法？,14,1,1,1,0.3145641130974012
我對智慧城市的數據分析很感興趣，有哪些課程可以學習到如何應用數據分析方法來了解都市的運作？,14,1,1,1,0.24028482492706568
我對智慧型運輸系統很有興趣，請問有哪些課程可以讓我了解智慧城市與運輸的發展趨勢和挑戰？,5,1,1,1,0.8010482180293501
有關智慧運輸系統的課程，是否有任何涉及實際應用或案例研究的課程？,5,1,1,1,0.8025575447570332
公共交通方面有許多新技術出現，能不能教我了解智慧型運輸系統和智慧城市的相關知識？,5,1,1,1,0.8008012820512821
我對智慧運輸系統很有興趣，是否有課程會教學生如何設計或開發智慧運輸系統相關的程式？,5,1,1,1,0.8151515151515152
這個微學程聽起來很有趣，關於智慧城市和運輸系統的課程有哪些？,5,1,1,1,0.801733102253033
我想了解智慧運輸系統的實際應用，學校有提供實作課程或專案教學嗎？,5,1,1,1,0.8074626865671641
公共交通系統的智慧化發展頗為興趣，有哪些課程介紹智慧城市與智慧運輸的未來趨勢？,5,1,1,1,0.7109407337723423
對於智慧運輸系統的應用，我想了解更多關於實際案例或未來發展方向的資訊。,5,1,1,1,0.8011123470522803
智慧運輸系統很有意思，怎麼樣才能在實際應用中應用這些理論？,4,1,1,1,1.0
想知道智慧運輸系統的未來發展，會在課程中學習什麼相關內容？,4,1,1,1,1.0
您們的運輸管理課程中，關於智慧運輸系統的部分會探討實際運用與應用嗎？,4,1,1,1,1.0
關於智慧運輸系統，我想知道未來運輸管理的發展趨勢會如何？,4,1,1,1,1.0
運輸管理的新趨勢很吸引我，智慧運輸系統的課程有哪些內容會被探討？,4,1,1,1,1.0
想知道智慧運輸系統發展的趨勢，及運輸管理在未來會如何改變，有沒有相關的課程或資源可以提供一些資訊？,4,1,1,1,1.0
我對智慧型運輸系統很有興趣，有沒有相關的課程可以了解智慧城市與智慧運輸的發展趨勢？,4,1,1,1,1.0
智慧運輸系統很有趣，我想了解未來的運輸系統發展趨勢，教室有哪些課程提供相關資訊？,4,1,1,1,1.0
我對音樂治療很有興趣，請問有什麼課程可以讓我了解如何使用音樂來幫助別人？,5,1,1,1,0.4069804993718037
音樂治療或戲劇治療是表達性藝術治療的重要部分，能夠學到一些實踐技巧嗎？,5,1,1,1,0.6208625336927224
我對音樂治療很感興趣，能否介紹一下課程中音樂治療的實際應用？,5,1,1,1,0.4175419697829191
我對音樂治療和戲劇治療很感興趣，哪些課程可以幫助我更深入地了解這些領域？,5,1,1,1,0.5589751243781095
我對音樂治療很感興趣，還有哪些課程可以學習如何運用音樂來幫助身心健康？,5,1,1,1,0.4061827700618245
我想進一步了解音樂治療的應用，是否有課程針對不同年齡組的人群進行音樂治療的教學？,5,1,1,1,0.4098845044555672
我想知道這個表達性藝術治療學程中，音樂治療課程會涉及哪些內容？,5,1,1,1,0.41754667055082184
我對音樂治療和戲劇治療很感興趣，怎樣才能在學程中學習到實際的創作和應用技巧？,5,1,1,1,0.6466397849462365
音樂治療對於老年人的幫助有多大？有什麼實際的案例可以參考嗎？,2,1,1,1,1.0
音樂治療對老人有什麼幫助？這個學程的課程內容有涵蓋這方面的知識嗎？,2,1,1,1,1.0
我對音樂治療很感興趣，了解音樂對老年人身心健康的影響，哪些課程可以讓我了解更多？,2,1,1,1,1.0
音樂治療對於老人有什麼幫助？這個學程有哪些實際的應用案例？,2,1,1,1,1.0
音樂治療對於老人的心理和身體健康有著相當大的幫助，想要學習更多關於音樂治療的知識，哪些課程是適合入門？,2,1,1,1,1.0
音樂治療對於老年人的身心健康有很大的幫助，我想了解更多有關音樂治療的應用和實踐，哪些課程比較適合我？,2,1,1,1,1.0
我想了解音樂對老人身心健康的影響，有關音樂治療的課程是什麼樣子？,2,1,1,1,1.0
我聽說音樂治療對老人有很大的幫助，是否有相關課程可以學習音樂治療的基本知識和應用？,2,1,1,1,1.0
這個微學程有很多與戲劇相關的課程，我想了解更多與戲劇的內容，有哪些課程比較適合喜歡戲劇的學生？,9,0,1,1,0.0946412821894017
我對跨文化人文思潮很感興趣，請問有哪些課程能夠讓我了解西洋戲劇的演變？,9,1,1,1,0.41753024272934375
我對西方名劇很感興趣，有沒有選修課程可以深入學習一些經典的西方戲劇？,9,1,1,1,0.33396080222804714
跨文化人文思潮與美學微學程中，關於西方戲劇和中國戲劇的課程安排有什麼樣的差異？,9,1,1,1,0.5018295913940197
我對於西方戲劇有興趣，但不知道該從哪裡開始學習，能不能介紹一下西洋戲劇史的課程內容？,9,1,1,1,0.44220515536614824
我對跨文化人文思潮很感興趣，想了解更多關於西方與東方美學的比較，有什麼課程可以讓我深入了解這個議題嗎？,9,1,1,1,0.28247374898724376
我對跨文化人文的探討很有興趣，哪些課程可以讓我深入了解西方和東方的戲劇史和美學？,9,1,1,1,0.6611793714936833
我想深入了解跨文化人文思潮與美學的基礎理念，有什麼導論課程可以入門嗎？,9,1,1,1,0.2596342886357709
我想知道有關西洋文學的課程中哪一部分比較多人選修？,14,1,1,1,0.01940122063866481
有關精神分析批評，我想了解它是如何應用在文學分析上？,14,1,1,1,0.11905506119379412
我對莎士比亞的作品很感興趣，想要學習更多關於他的人生背景和作品分析，有什麼課程可以幫助我？,14,0,0,0,0.021159725445258692
我想進一步了解精神分析對文學的影響，課程中有什麼相關的內容？,14,0,0,0,0.017406973626535684
我想了解西洋文學的發展脈絡，有沒有介紹西洋文學時間線的課程或是可以幫我整理相關資訊的教材或資源？,14,1,1,1,0.04954387901772221
有關莎士比亞的作品，我想知道他最有名的悲劇和喜劇有哪些？,14,1,1,1,0.045068884480285766
我想知道有哪些選修課程可以讓我更深入地了解莎士比亞的作品？,14,1,1,1,0.09221337359676372
我對莎士比亞的作品很感興趣，有什麼樣的選讀課程可以幫助我更深入地了解他的作品？,14,1,1,1,0.15176381688997936
我想學習閩南語文的書寫方式和閱讀技巧，有什麼樣的課程或工作坊可以幫助我提高？,4,1,1,1,0.5009317770748721
我想學習閩南語文書寫和閱讀，哪些課程比較適合新手學習？,4,1,1,1,0.5007860726812309
對閩南語文很有興趣想進一步學習，請問有提供任何有關閩南語文書寫或閱讀技巧的課程嗎？,4,1,1,1,0.5011677869935134
我想學習閩南語文書寫，請問這個微學程有哪些課程比較有幫助？,4,1,1,1,0.500776699817076
有關閩南語文的課程，我想學習如何更好地理解這種語言文學的美學意義和跨文化的視角，有沒有相關的課程或資源可以幫助我？,4,1,1,1,0.5120505960762226
我對閩南語文很有興趣，哪些課程可以幫助我了解閩南語文的書寫和閱讀？,4,1,1,1,0.5010985391420174
我對閩南語文有興趣，能夠學習到怎麼正確地書寫和閱讀閩南語文？,4,1,1,1,0.5008519523435991
我對閩南語文很有興趣，該微學程有怎樣的實際創作課程或跨文化學習的內容？,4,1,1,1,0.5025634851138353
有沒有提供實用英語課程，讓我能夠學習如何在實際情境下溝通？,11,1,1,1,0.09885615040277664
想學習觀光業的英語溝通能力，有哪些實用性課程可以幫助我提高英語交流？,11,1,1,1,0.2976735058430873
想學會實用英語的溝通技巧，有哪些課程可以幫助我提高口語能力？,11,1,1,1,0.14142336506663317
想進一步提升實用英語溝通能力，哪些課程可以幫助我培養演說或辯論能力？,11,1,1,1,0.21583024120158392
想學習實用英語但不知道從哪裡開始，能推薦適合初學者的實用英語課程嗎？,11,1,1,1,0.02801744340067702
我想提高觀光業的英語溝通能力，有哪些課程能夠幫助我學會專業的英語表達和交流？,11,1,1,1,0.39541977202145645
我想學習觀光業的英語溝通，有哪些課程可以幫助我提高自信地與外國客人溝通？,11,1,1,1,0.35481730282921176
想進一步提高英文溝通能力，哪些課程能夠幫助我提高實際的英語表達能力？,11,1,1,1,0.1387910521574259
生物技術學程似乎有很多相關課程，想學習生物技術或生物化學實驗有哪些課程可以選擇？,35,1,1,1,0.20874657834835186
我對生物技術很感興趣，但不知道該從哪個課程開始，能不能給我一些建議？,35,1,1,1,0.23413131797127287
我對生物技術有興趣，想知道有哪些課程可以學習生物資訊學和基因工程？,35,1,1,1,0.31540027639560314
我對生物技術很感興趣，想知道有哪些課程是比較基礎的生物化學或微生物學課程？,35,1,1,1,0.234738234174019
我對生物化學和微生物學很感興趣，有哪些課程可以深入了解生物技術的基礎和應用？,35,1,1,1,0.265226542633638
有哪些課程可以讓我了解生物技術的基本理論？,35,1,1,1,0.2123415197533189
我對生物技術很感興趣，想問一下，有哪些課程可以學習生物化學或微生物學的基礎知識？,35,1,1,1,0.212285219430882
我對生物技術很感興趣，想要學習一些實際應用，但覺得有些課程名太長，有沒有比較容易入門的生物化學或微生物學課程？,35,1,1,1,0.2859747751147563
我想從事天然藥物合成，想了解有機化學的基礎和生物化學的應用，哪些課程比較適合？,15,1,1,1,0.27602804900509825
我想進入天然藥物合成領域，有哪些課程能夠讓我學習到生物化學和有機化學的基礎？,15,1,1,1,0.2460123945601633
我對天然藥物有興趣，想知道學程中有哪些課程可以教導我如何從天然物中提取藥物？,15,1,1,1,0.24657417970363463
有沒有介紹生物化學相關課程？我對天然藥物合成很感興趣。,15,1,1,1,0.4785914532633723
想從基礎生物化學開始學習，接下來有哪些課程可以學習到天然藥物合成的相關知識？,15,1,1,1,0.3481642865954725
我對天然藥物有很大的興趣，想要學習更多的有關生物化學、生藥學和天然物化學的知識，有哪些課程可以幫助我深入了解這些領域？,15,1,1,1,0.5413119981636513
我對天然藥物合成很有興趣，能夠了解天然物化學或生藥學相關的課程有哪些嗎？,15,1,1,1,0.3444243238597625
有關天然藥物的開發，我想了解藥物開發過程的基本流程和原理，哪些課程能夠提供有關的知識？,15,1,1,1,0.24680453863869012
我對海洋微生物很有興趣，有沒有相關的實驗課程可以讓我親手接觸微生物學？,4,1,1,1,0.5708333333333333
我對微生物很感興趣，想了解海洋微生物的研究方向，有哪些實驗課程可以學習微生物實驗技能？,4,1,1,1,0.15221088435374147
有關微生物的實驗課程，能夠透過實驗了解微生物的應用嗎？,4,1,1,1,0.6359649122807018
有關微生物的實驗課程，是否有任何與海洋相關的研究項目或實驗活動？,4,1,1,1,0.5728070175438597
我對海洋微生物很感興趣，想知道有沒有實驗課程可以親手操作微生物實驗室？,4,1,1,1,0.5287828947368421
有關海洋微生物的實驗課程，需要具備哪些基本知識？,4,1,1,1,0.428799270904534
有關微生物的實驗課程，需要做什麼樣的實驗？,4,1,1,1,0.4464285714285714
對微生物學很有興趣，請問實驗室實踐經驗是不是課程的一部分？,4,1,1,1,0.7333333333333333
我對海洋生物產業很感興趣，想了解微生物在海洋產業中的應用，有哪些課程或專題可以幫助我深入了解？,18,0,0,1,0.03299752397542724
海洋生產模式整合學程看起來很有趣，有哪些課程可以幫助我了解海洋生物對於藥物開發的應用？,18,1,1,1,0.12993809957891267
這個學程的課程有很廣泛的領域，能夠學習到很多有趣的知識，我想知道哪些課程比較有實際應用和發展前景？,18,0,0,0,0.014748393395385759
我對海洋生物產業很有興趣，海洋生物科技的課程有哪些？,18,0,0,0,0.029960462412613038
我對海洋生物產業很有興趣，海洋生產模式整合課程中會教導如何應用微生物學或生物技術嗎？,18,1,1,1,0.15883784079340416
海洋生產模式整合學程看起來很有趣，我想知道有哪些課程能夠結合生藥學和微生物學？,18,1,1,1,0.13300258116751007
我對微生物與海洋生物有興趣，請問有哪些課程可以讓我了解海洋生物中微生物的應用或生產？,18,1,1,1,0.06355036874372119
我對海洋生物科技有興趣，希望了解整合相關的課程，請問有哪些相關的課程可以學習到微生物、藥物開發、生物技術的應用？,18,0,1,1,0.059425051311192294
我對海洋生物學很有興趣，有沒有相關的課程可以學習到海洋生物的生態系統？,12,0,0,1,0.04205048805980549
我對海洋生物和循環經濟很感興趣，想知道這個學程的課程中有哪些與海洋生物多樣性或海洋生態系統相關的課程？,12,0,0,1,0.03782961884541993
海洋循環經濟學程裡面有很多與生物相關的課程，想知道哪些課程可以幫助我了解海洋生物的生態系統？,12,1,1,1,0.10752268554570323
我對海洋生物和生物技術很感興趣，有哪些課程能夠讓我深入了解微生物在海洋循環中的角色？,12,1,1,1,0.1185478490900589
我對海洋生物很感興趣，想知道有哪些課程可以學習到海洋生物的多樣性和保護？,12,1,1,1,0.06789981842824215
海洋循環經濟學程的課程有很多與生物相關的選擇，想了解更多關於海洋生物的課程或研究方向，有沒有建議？,12,0,0,0,0.051491618103437185
海洋生物學程有很多相關的課程，想了解海洋生物的多樣性和生態系統，有哪些課程可以幫助我深入了解？,12,0,0,1,0.031923584486691275
海洋循環經濟學程的課程選擇似乎很多，能夠告訴我哪些課程比較有關海洋生物學或環境保護的內容嗎？,12,0,0,0,0.03291397078234694
我想知道人工智慧與數學學程的前置課程有哪些？,34,0,1,1,0.05601590584632424
對於人工智慧的數學基礎，我想知道哪些課程對於機器學習的理解有幫助？,34,1,1,1,0.0592268564099342
有關人工智慧的數學基礎，我想學習線性代數或微積分，有哪些課程適合入門？,34,1,1,1,0.5207405123012172
人工智慧的數學基礎很重要，有哪些數學課程是人工智慧學程的必修課？,34,0,0,1,0.10071724294256601
我想學習人工智慧，但有聽說數學基礎很重要，哪些數學課程是學人工智慧的必修課？,34,0,0,0,0.06426640178861308
